[19:08:28] [info] HAZEL: Creating Window Hazel Editor (1600, 900)
[19:08:29] [info] HAZEL: OpenGL Info:
[19:08:29] [info] HAZEL:   Vendor: NVIDIA Corporation
[19:08:29] [info] HAZEL:   Renderer: NVIDIA GeForce RTX 3060 Ti/PCIe/SSE2
[19:08:29] [info] HAZEL:   Version: 4.6.0 NVIDIA 516.40
[19:08:29] [warning] HAZEL: Pixel data = -1
[19:08:29] [warning] HAZEL: Pixel data = -1
[19:08:29] [warning] HAZEL: Pixel data = -1
[19:08:29] [warning] HAZEL: Pixel data = -1
[19:08:29] [warning] HAZEL: Pixel data = -1
[19:08:29] [warning] HAZEL: Pixel data = -1
[19:08:29] [warning] HAZEL: Pixel data = -1
[19:08:29] [warning] HAZEL: Pixel data = -1
[19:08:29] [warning] HAZEL: Pixel data = -1
[19:08:29] [warning] HAZEL: Pixel data = -1
[19:08:29] [warning] HAZEL: Pixel data = -1
[19:08:29] [warning] HAZEL: Pixel data = -1
[19:08:29] [warning] HAZEL: Pixel data = -1
[19:08:29] [warning] HAZEL: Pixel data = -1
[19:08:29] [warning] HAZEL: Pixel data = -1
[19:08:29] [warning] HAZEL: Pixel data = -1
[19:08:29] [warning] HAZEL: Pixel data = -1
[19:08:29] [warning] HAZEL: Pixel data = -1
[19:08:29] [warning] HAZEL: Pixel data = -1
[19:08:29] [warning] HAZEL: Pixel data = -1
[19:08:29] [warning] HAZEL: Pixel data = -1
[19:08:29] [warning] HAZEL: Pixel data = -1
[19:08:29] [warning] HAZEL: Pixel data = -1
[19:08:29] [warning] HAZEL: Pixel data = -1
[19:08:29] [warning] HAZEL: Pixel data = -1
[19:08:29] [warning] HAZEL: Pixel data = -1
[19:08:29] [warning] HAZEL: Pixel data = -1
[19:08:29] [warning] HAZEL: Pixel data = -1
[19:08:29] [warning] HAZEL: Pixel data = -1
[19:08:29] [warning] HAZEL: Pixel data = -1
[19:08:29] [warning] HAZEL: Pixel data = -1
[19:08:29] [warning] HAZEL: Pixel data = -1
[19:08:29] [warning] HAZEL: Pixel data = 172522304
[19:08:29] [warning] HAZEL: Pixel data = 172522304
[19:08:29] [warning] HAZEL: Pixel data = 172522304
[19:08:29] [warning] HAZEL: Pixel data = 172522304
[19:08:29] [warning] HAZEL: Pixel data = 172522304
[19:08:29] [warning] HAZEL: Pixel data = 172522304
[19:08:29] [warning] HAZEL: Pixel data = 172520928
[19:08:29] [warning] HAZEL: Pixel data = 172521024
[19:08:29] [warning] HAZEL: Pixel data = 172522304
[19:08:29] [warning] HAZEL: Pixel data = 172522304
[19:08:29] [warning] HAZEL: Pixel data = 172522304
[19:08:29] [warning] HAZEL: Pixel data = 172520928
[19:08:29] [warning] HAZEL: Pixel data = 172522304
[19:08:30] [warning] HAZEL: Pixel data = 172522304
[19:08:30] [warning] HAZEL: Pixel data = 172522304
[19:08:30] [warning] HAZEL: Pixel data = 172522304
[19:08:30] [warning] HAZEL: Pixel data = 172521024
[19:08:30] [warning] HAZEL: Pixel data = 172520928
[19:08:30] [warning] HAZEL: Pixel data = 172522304
[19:08:30] [warning] HAZEL: Pixel data = 172522304
[19:08:30] [warning] HAZEL: Pixel data = 172522304
[19:08:30] [warning] HAZEL: Pixel data = 172520928
[19:08:30] [warning] HAZEL: Pixel data = 172522304
[19:08:30] [warning] HAZEL: Pixel data = 172522304
[19:08:30] [warning] HAZEL: Pixel data = 172522304
[19:08:30] [warning] HAZEL: Pixel data = 172522304
[19:08:30] [warning] HAZEL: Pixel data = 172522304
[19:08:30] [warning] HAZEL: Pixel data = 172522304
[19:08:30] [warning] HAZEL: Pixel data = 172522304
[19:08:30] [warning] HAZEL: Pixel data = 172522304
[19:08:30] [warning] HAZEL: Pixel data = 172520576
[19:08:30] [warning] HAZEL: Pixel data = 172520928
[19:08:30] [warning] HAZEL: Pixel data = 172522304
[19:08:30] [warning] HAZEL: Pixel data = 172520928
[19:08:30] [warning] HAZEL: Pixel data = 172522304
[19:08:30] [warning] HAZEL: Pixel data = 172520576
[19:08:30] [warning] HAZEL: Pixel data = 172520928
[19:08:30] [warning] HAZEL: Pixel data = 172522304
[19:08:30] [warning] HAZEL: Pixel data = 172520640
[19:08:30] [warning] HAZEL: Pixel data = 172522304
[19:08:30] [warning] HAZEL: Pixel data = 172520928
[19:08:30] [warning] HAZEL: Pixel data = 172522304
[19:08:30] [warning] HAZEL: Pixel data = 172521024
[19:08:30] [warning] HAZEL: Pixel data = 172522304
[19:08:30] [warning] HAZEL: Pixel data = 172522304
[19:08:31] [warning] HAZEL: Pixel data = 172520928
[19:08:31] [warning] HAZEL: Pixel data = 172522304
[19:08:31] [warning] HAZEL: Pixel data = 172522304
[19:08:31] [warning] HAZEL: Pixel data = -1
[19:08:31] [warning] HAZEL: Pixel data = -1
[19:08:31] [warning] HAZEL: Pixel data = -1
[19:08:31] [warning] HAZEL: Pixel data = -1
[19:08:31] [warning] HAZEL: Pixel data = -1
[19:08:31] [warning] HAZEL: Pixel data = -1
[19:08:31] [warning] HAZEL: Pixel data = -1
[19:08:31] [warning] HAZEL: Pixel data = -1
[19:08:31] [warning] HAZEL: Pixel data = -1
[19:08:31] [warning] HAZEL: Pixel data = -1
[19:08:31] [warning] HAZEL: Pixel data = -1
[19:08:31] [warning] HAZEL: Pixel data = -1
[19:08:31] [warning] HAZEL: Pixel data = -1
[19:08:31] [warning] HAZEL: Pixel data = -1
[19:08:31] [warning] HAZEL: Pixel data = -1
[19:08:31] [warning] HAZEL: Pixel data = -1
[19:08:31] [warning] HAZEL: Pixel data = -1
[19:08:31] [warning] HAZEL: Pixel data = -1
[19:08:31] [warning] HAZEL: Pixel data = -1
[19:08:31] [warning] HAZEL: Pixel data = -1
[19:08:31] [warning] HAZEL: Pixel data = -1
[19:08:31] [warning] HAZEL: Pixel data = -1
[19:08:31] [warning] HAZEL: Pixel data = -1
[19:08:31] [warning] HAZEL: Pixel data = -1
[19:08:31] [warning] HAZEL: Pixel data = -1
[19:08:31] [warning] HAZEL: Pixel data = -1
[19:08:31] [warning] HAZEL: Pixel data = -1
[19:08:31] [warning] HAZEL: Pixel data = -1
[19:08:31] [warning] HAZEL: Pixel data = -1
[19:08:31] [warning] HAZEL: Pixel data = -1
[19:08:31] [warning] HAZEL: Pixel data = -1
[19:08:31] [warning] HAZEL: Pixel data = -1
[19:08:31] [warning] HAZEL: Pixel data = -1
[19:08:31] [warning] HAZEL: Pixel data = -1
[19:08:31] [warning] HAZEL: Pixel data = -1
[19:08:31] [warning] HAZEL: Pixel data = -1
[19:08:31] [warning] HAZEL: Pixel data = -1
[19:08:31] [warning] HAZEL: Pixel data = -1
[19:08:31] [warning] HAZEL: Pixel data = -1
[19:08:31] [warning] HAZEL: Pixel data = -1
[19:08:31] [warning] HAZEL: Pixel data = -1
[19:08:31] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = -1
[19:08:32] [warning] HAZEL: Pixel data = 172522304
[19:08:32] [warning] HAZEL: Pixel data = 172522304
[19:08:32] [warning] HAZEL: Pixel data = 172522304
[19:08:32] [warning] HAZEL: Pixel data = 172520576
[19:08:33] [warning] HAZEL: Pixel data = -1
[19:08:33] [warning] HAZEL: Pixel data = -1
[19:08:33] [warning] HAZEL: Pixel data = -1
[19:08:33] [warning] HAZEL: Pixel data = -1
[19:08:33] [warning] HAZEL: Pixel data = -1
[19:08:33] [warning] HAZEL: Pixel data = -1
[19:08:33] [warning] HAZEL: Pixel data = -1
[19:08:33] [warning] HAZEL: Pixel data = -1
[19:08:33] [warning] HAZEL: Pixel data = -1
[19:08:33] [warning] HAZEL: Pixel data = -1
[19:08:33] [warning] HAZEL: Pixel data = -1
[19:08:33] [warning] HAZEL: Pixel data = -1
[19:08:33] [warning] HAZEL: Pixel data = -1
[19:08:33] [warning] HAZEL: Pixel data = -1
[19:08:33] [warning] HAZEL: Pixel data = -1
[19:08:33] [warning] HAZEL: Pixel data = -1
[19:08:33] [warning] HAZEL: Pixel data = -1
[19:08:33] [warning] HAZEL: Pixel data = -1
[19:08:33] [warning] HAZEL: Pixel data = -1
[19:08:33] [warning] HAZEL: Pixel data = -1
[19:08:33] [warning] HAZEL: Pixel data = -1
[19:08:33] [warning] HAZEL: Pixel data = -1
[19:08:33] [warning] HAZEL: Pixel data = -1
[19:08:33] [warning] HAZEL: Pixel data = -1
[19:08:33] [warning] HAZEL: Pixel data = -1
[19:08:33] [warning] HAZEL: Pixel data = -1
[19:08:33] [warning] HAZEL: Pixel data = -1
[19:08:33] [warning] HAZEL: Pixel data = -1
[19:08:33] [warning] HAZEL: Pixel data = -1
[19:08:33] [warning] HAZEL: Pixel data = -1
[19:08:33] [warning] HAZEL: Pixel data = -1
[19:08:33] [warning] HAZEL: Pixel data = -1
[19:08:33] [warning] HAZEL: Pixel data = -1
[19:08:33] [warning] HAZEL: Pixel data = -1
[19:08:33] [warning] HAZEL: Pixel data = -1
[19:08:33] [warning] HAZEL: Pixel data = -1
[19:08:33] [warning] HAZEL: Pixel data = -1
[19:08:33] [warning] HAZEL: Pixel data = -1
[19:08:33] [warning] HAZEL: Pixel data = -1
[19:08:33] [warning] HAZEL: Pixel data = -1
[19:08:33] [warning] HAZEL: Pixel data = -1
[19:08:33] [warning] HAZEL: Pixel data = -1
[19:08:33] [warning] HAZEL: Pixel data = -1
[19:08:33] [warning] HAZEL: Pixel data = -1
[19:08:33] [warning] HAZEL: Pixel data = -1
[19:08:33] [warning] HAZEL: Pixel data = -1
[19:08:33] [warning] HAZEL: Pixel data = -1
[19:08:33] [warning] HAZEL: Pixel data = -1
[19:08:33] [warning] HAZEL: Pixel data = -1
[19:08:33] [warning] HAZEL: Pixel data = -1
[19:08:33] [warning] HAZEL: Pixel data = -1
[19:08:33] [warning] HAZEL: Pixel data = -1
[19:08:33] [warning] HAZEL: Pixel data = -1
[19:08:33] [warning] HAZEL: Pixel data = -1
[19:08:33] [warning] HAZEL: Pixel data = -1
[19:08:33] [warning] HAZEL: Pixel data = -1
[19:08:33] [warning] HAZEL: Pixel data = -1
[19:08:33] [warning] HAZEL: Pixel data = -1
[19:08:33] [warning] HAZEL: Pixel data = -1
[19:08:33] [warning] HAZEL: Pixel data = -1
[19:08:33] [warning] HAZEL: Pixel data = -1
[19:08:33] [warning] HAZEL: Pixel data = -1
[19:08:33] [warning] HAZEL: Pixel data = -1
[19:08:33] [warning] HAZEL: Pixel data = -1
[19:08:33] [warning] HAZEL: Pixel data = -1
[19:08:33] [warning] HAZEL: Pixel data = -1
[19:08:33] [warning] HAZEL: Pixel data = -1
[19:08:33] [warning] HAZEL: Pixel data = -1
[19:08:36] [trace] HAZEL: Deserializing scene 'Untitled'
[19:08:36] [trace] HAZEL: Deserialized entity with ID = 12837192831273, name = Green Square
[19:08:36] [trace] HAZEL: Deserialized entity with ID = 12837192831273, name = Red Square
[19:08:36] [trace] HAZEL: Deserialized entity with ID = 12837192831273, name = Camera A
[19:08:36] [trace] HAZEL: Deserialized entity with ID = 12837192831273, name = Camera B
[19:08:36] [warning] HAZEL: Pixel data = -1
[19:08:36] [warning] HAZEL: Pixel data = -1
[19:08:36] [warning] HAZEL: Pixel data = -1
[19:08:36] [warning] HAZEL: Pixel data = -1
[19:08:36] [warning] HAZEL: Pixel data = -1
[19:08:36] [warning] HAZEL: Pixel data = -1
[19:08:36] [warning] HAZEL: Pixel data = -1
[19:08:36] [warning] HAZEL: Pixel data = -1
[19:08:36] [warning] HAZEL: Pixel data = -1
[19:08:36] [warning] HAZEL: Pixel data = -1
[19:08:36] [warning] HAZEL: Pixel data = -1
[19:08:36] [warning] HAZEL: Pixel data = -1
[19:08:36] [warning] HAZEL: Pixel data = -1
[19:08:36] [warning] HAZEL: Pixel data = -1
[19:08:36] [warning] HAZEL: Pixel data = -1
[19:08:36] [warning] HAZEL: Pixel data = -1
[19:08:36] [warning] HAZEL: Pixel data = -1
[19:08:36] [warning] HAZEL: Pixel data = -1
[19:08:36] [warning] HAZEL: Pixel data = -1
[19:08:36] [warning] HAZEL: Pixel data = -1
[19:08:36] [warning] HAZEL: Pixel data = 50
[19:08:36] [warning] HAZEL: Pixel data = 50
[19:08:36] [warning] HAZEL: Pixel data = 50
[19:08:36] [warning] HAZEL: Pixel data = 50
[19:08:36] [warning] HAZEL: Pixel data = 50
[19:08:36] [warning] HAZEL: Pixel data = 50
[19:08:36] [warning] HAZEL: Pixel data = 50
[19:08:36] [warning] HAZEL: Pixel data = 50
[19:08:36] [warning] HAZEL: Pixel data = 50
[19:08:36] [warning] HAZEL: Pixel data = -1
[19:08:36] [warning] HAZEL: Pixel data = -1
[19:08:36] [warning] HAZEL: Pixel data = -1
[19:08:36] [warning] HAZEL: Pixel data = -1
[19:08:36] [warning] HAZEL: Pixel data = -1
[19:08:36] [warning] HAZEL: Pixel data = -1
[19:08:36] [warning] HAZEL: Pixel data = -1
[19:08:36] [warning] HAZEL: Pixel data = -1
[19:08:36] [warning] HAZEL: Pixel data = -1
[19:08:36] [warning] HAZEL: Pixel data = -1
[19:08:36] [warning] HAZEL: Pixel data = -1
[19:08:36] [warning] HAZEL: Pixel data = -1
[19:08:36] [warning] HAZEL: Pixel data = -1
[19:08:36] [warning] HAZEL: Pixel data = -1
[19:08:36] [warning] HAZEL: Pixel data = -1
[19:08:36] [warning] HAZEL: Pixel data = -1
[19:08:36] [warning] HAZEL: Pixel data = -1
[19:08:36] [warning] HAZEL: Pixel data = -1
[19:08:36] [warning] HAZEL: Pixel data = -1
[19:08:36] [warning] HAZEL: Pixel data = -1
[19:08:36] [warning] HAZEL: Pixel data = -1
[19:08:36] [warning] HAZEL: Pixel data = -1
[19:08:36] [warning] HAZEL: Pixel data = -1
[19:08:36] [warning] HAZEL: Pixel data = -1
[19:08:36] [warning] HAZEL: Pixel data = -1
[19:08:36] [warning] HAZEL: Pixel data = -1
[19:08:36] [warning] HAZEL: Pixel data = -1
[19:08:36] [warning] HAZEL: Pixel data = -1
[19:08:37] [warning] HAZEL: Pixel data = -1
[19:08:37] [warning] HAZEL: Pixel data = -1
[19:08:37] [warning] HAZEL: Pixel data = -1
[19:08:37] [warning] HAZEL: Pixel data = -1
[19:08:37] [warning] HAZEL: Pixel data = -1
[19:08:37] [warning] HAZEL: Pixel data = 50
[19:08:37] [warning] HAZEL: Pixel data = 50
[19:08:37] [warning] HAZEL: Pixel data = 50
[19:08:37] [warning] HAZEL: Pixel data = 50
[19:08:37] [warning] HAZEL: Pixel data = 50
[19:08:37] [warning] HAZEL: Pixel data = 50
[19:08:37] [warning] HAZEL: Pixel data = 50
[19:08:37] [warning] HAZEL: Pixel data = 50
[19:08:37] [warning] HAZEL: Pixel data = 50
[19:08:37] [warning] HAZEL: Pixel data = 50
[19:08:37] [warning] HAZEL: Pixel data = 50
[19:08:37] [warning] HAZEL: Pixel data = 50
[19:08:37] [warning] HAZEL: Pixel data = 50
[19:08:37] [warning] HAZEL: Pixel data = 50
[19:08:37] [warning] HAZEL: Pixel data = 50
[19:08:37] [warning] HAZEL: Pixel data = 50
[19:08:37] [warning] HAZEL: Pixel data = 50
[19:08:37] [warning] HAZEL: Pixel data = 50
[19:08:37] [warning] HAZEL: Pixel data = 50
[19:08:37] [warning] HAZEL: Pixel data = 50
[19:08:37] [warning] HAZEL: Pixel data = 50
[19:08:37] [warning] HAZEL: Pixel data = 50
[19:08:37] [warning] HAZEL: Pixel data = 50
[19:08:37] [warning] HAZEL: Pixel data = 50
[19:08:37] [warning] HAZEL: Pixel data = 50
[19:08:37] [warning] HAZEL: Pixel data = 50
[19:08:37] [warning] HAZEL: Pixel data = 50
[19:08:37] [warning] HAZEL: Pixel data = 50
[19:08:37] [warning] HAZEL: Pixel data = 50
[19:08:37] [warning] HAZEL: Pixel data = 50
[19:08:37] [warning] HAZEL: Pixel data = 50
[19:08:37] [warning] HAZEL: Pixel data = 50
[19:08:37] [warning] HAZEL: Pixel data = 50
[19:08:37] [warning] HAZEL: Pixel data = 50
[19:08:37] [warning] HAZEL: Pixel data = 50
[19:08:37] [warning] HAZEL: Pixel data = 50
[19:08:37] [warning] HAZEL: Pixel data = 50
[19:08:37] [warning] HAZEL: Pixel data = 50
[19:08:37] [warning] HAZEL: Pixel data = 50
[19:08:37] [warning] HAZEL: Pixel data = 50
[19:08:37] [warning] HAZEL: Pixel data = 50
[19:08:37] [warning] HAZEL: Pixel data = 50
[19:08:37] [warning] HAZEL: Pixel data = 50
[19:08:37] [warning] HAZEL: Pixel data = 50
[19:08:37] [warning] HAZEL: Pixel data = 50
[19:08:37] [warning] HAZEL: Pixel data = 50
[19:08:37] [warning] HAZEL: Pixel data = 50
[19:08:37] [warning] HAZEL: Pixel data = 50
[19:08:37] [warning] HAZEL: Pixel data = 50
[19:08:37] [warning] HAZEL: Pixel data = 50
[19:08:37] [warning] HAZEL: Pixel data = 50
[19:08:37] [warning] HAZEL: Pixel data = 50
[19:08:37] [warning] HAZEL: Pixel data = 50
[19:08:37] [warning] HAZEL: Pixel data = 50
[19:08:37] [warning] HAZEL: Pixel data = 50
[19:08:37] [warning] HAZEL: Pixel data = 50
[19:08:37] [warning] HAZEL: Pixel data = 50
[19:08:37] [warning] HAZEL: Pixel data = 50
[19:08:37] [warning] HAZEL: Pixel data = 50
[19:08:37] [warning] HAZEL: Pixel data = 50
[19:08:37] [warning] HAZEL: Pixel data = 50
[19:08:37] [warning] HAZEL: Pixel data = 50
[19:08:37] [warning] HAZEL: Pixel data = 50
[19:08:37] [warning] HAZEL: Pixel data = 50
[19:08:37] [warning] HAZEL: Pixel data = 50
